Budget,Certificate,Country,Director,Genre,Gross,IMDb_Rating,IMDb_Votes,Language,Production_Co,Release_Date,Runtime,Star,Title
40000000,                    R,Germany,Joel Schumacher,Mystery,96618699,6.5,115235,English, Columbia Pictures,26 February 1999 (USA),123 min,Nicolas Cage,8MM (1999) 
60000000,                    R,USA,Renny Harlin,Action,164648142,5.8,114591,English, Warner Bros.,28 July 1999 (USA),105 min,Thomas Jane,Deep Blue Sea (1999) 
133000000,                    PG,Germany,Rob Minkoff,Adventure,300135367,5.9,113803,English, Columbia Pictures,17 December 1999 (USA),84 min,Michael J. Fox,Stuart Little (1999) 
160000000,                    R,USA,John McTiernan,Action,29000000,6.6,110138,English, Touchstone Pictures,27 August 1999 (USA),102 min,Antonio Banderas,The 13th Warrior (1999) 
55000000,                    R,USA,Oliver Stone,Drama,100230832,6.9,106123,English, Warner Bros.,22 December 1999 (USA),162 min,Al Pacino,Any Given Sunday (1999) 
100000000,                    PG,USA,Chris Columbus,Comedy,93700000,6.9,101510,English, 1492 Pictures,17 December 1999 (USA),132 min,Robin Williams,Bicentennial Man (1999) 
66000000,                    PG-13,USA,Jon Amiel,Action,212404396,6.3,99822,English, Twentieth Century Fox,30 April 1999 (USA),113 min,Sean Connery,Entrapment (1999) 
100000000,                    R,USA,Peter Hyams,Action,211989043,5.7,99522,English, Beacon Communications,24 November 1999 (USA),122 min,Arnold Schwarzenegger,End of Days (1999) 
24000000,                    PG-13,USA,Lasse Hallström,Drama,88545092,7.4,87763,English, FilmColony,7 January 2000 (USA),126 min,Tobey Maguire,The Cider House Rules (1999) 
0,                    R,Canada,David Cronenberg,Horror,0,6.8,87047,English, Dimension Films,23 April 1999 (USA),97 min,Jude Law,eXistenZ (1999) 
2000000,                    R,USA,Kimberly Peirce,Biography,0,7.6,86561,English, Fox Searchlight Pictures,31 March 2000 (USA),118 min,Hilary Swank,Boys Don't Cry (1999) 
70000000,                    PG,USA,Garry Marshall,Comedy,309457509,5.5,86417,English, Paramount Pictures,30 July 1999 (USA),116 min,Julia Roberts,Runaway Bride (1999) 
103000000,                    R,USA,Ridley Scott,Action,457640427,8.5,1196697,English, DreamWorks,5 May 2000 (USA),155 min,Russell Crowe,Gladiator (2000) 
9000000,                    R,USA,Christopher Nolan,Mystery,39723096,8.5,1020365,English, Newmarket Capital Group,25 May 2001 (USA),113 min,Guy Pearce,Memento (2000) 
0,                    R,UK,Guy Ritchie,Comedy,83557872,8.3,710924,English, Columbia Pictures,19 January 2001 (USA),104 min,Jason Statham,Snatch (2000) 
4500000,                    R,USA,Darren Aronofsky,Drama,7390108,8.3,692591,English, Artisan Entertainment,15 December 2000 (USA),102 min,Ellen Burstyn,Requiem for a Dream (2000) 
75000000,                    PG-13,USA,Bryan Singer,Action,296339527,7.4,530175,English, Twentieth Century Fox,14 July 2000 (USA),104 min,Patrick Stewart,X-Men (2000) 
90000000,                    PG-13,USA,Robert Zemeckis,Adventure,429632142,7.8,468389,English, Twentieth Century Fox,22 December 2000 (USA),143 min,Tom Hanks,Cast Away (2000) 
7000000,                    R,USA,Mary Harron,Crime,34266564,7.6,425827,English, Am Psycho Productions,14 April 2000 (USA),101 min,Christian Bale,American Psycho (2000) 
75000000,                    PG-13,USA,M. Night Shyamalan,Drama,154500000,7.3,341516,English, Touchstone Pictures,22 November 2000 (USA),106 min,Bruce Willis,Unbreakable (2000) 
55000000,                    PG-13,USA,Jay Roach,Comedy,330444045,7,291483,English, Universal Pictures,6 October 2000 (USA),108 min,Ben Stiller,Meet the Parents (2000) 
125000000,                    PG-13,USA,John Woo,Action,565400000,6.1,288400,English, Paramount Pictures,24 May 2000 (USA),123 min,Tom Cruise,Mission: Impossible II (2000) 
26000000,                    PG-13,UK,Joel Coen,Adventure,75769783,7.8,262724,English, Touchstone Pictures,2 February 2001 (USA),107 min,George Clooney,"O Brother, Where Art Thou? (2000) "
90000000,                    PG-13,USA,Dominic Sena,Action,237202299,6.5,244355,English, Touchstone Pictures,9 June 2000 (USA),118 min,Nicolas Cage,Gone in 60 Seconds (2000) 
17000000,                    PG-13,Taiwan,Ang Lee,Action,213525736,7.9,238640,Mandarin, Asia Union Film & Entertainment Ltd.,12 January 2001 (USA),120 min,Yun-Fat Chow,"Crouching Tiger, Hidden Dragon (2000) "
110000000,                    R,USA,Roland Emmerich,Action,215294342,7.2,235864,English, Columbia Pictures,28 June 2000 (USA),165 min,Mel Gibson,The Patriot (2000) 
60000000,                    R,USA,Cameron Crowe,Adventure,14848839,7.9,233484,English, Columbia Pictures,22 September 2000 (USA),122 min,Billy Crudup,Almost Famous (2000) 
19000000,                    R,USA,Keenen Ivory Wayans,Comedy,278019771,6.2,213224,English, Dimension Films,7 July 2000 (USA),88 min,Anna Faris,Scary Movie (2000) 
23000000,                    R,USA,David Twohy,Horror,53187659,7.1,212930,English, Polygram Filmed Entertainment,18 February 2000 (USA),109 min,Radha Mitchell,Pitch Black (2000) 
23000000,                    R,USA,James Wong,Horror,112880294,6.7,209335,English, New Line Cinema,17 March 2000 (USA),98 min,Devon Sawa,Final Destination (2000) 
51000000,                    R,USA,Bobby Farrelly,Comedy,149270999,6.6,208543,English, Twentieth Century Fox,23 June 2000 (USA),116 min,Jim Carrey,"Me, Myself & Irene (2000) "
50000000,                    R,USA,Danny Boyle,Adventure,144056873,6.6,206561,English, Figment Films,11 February 2000 (USA),119 min,Leonardo DiCaprio,The Beach (2000) 
2000000,                    R,Mexico,Alejandro G. Iñárritu,Drama,0,8.1,205512,Spanish, Altavista Films,13 April 2001 (USA),154 min,Emilio Echevarría,Amores Perros (2000) 
48000000,                    R,USA,Steven Soderbergh,Crime,207515725,7.6,185403,English, Compulsion Inc.,5 January 2001 (USA),147 min,Michael Douglas,Traffic (2000) 
30000000,                    PG,USA,Boaz Yakin,Biography,136706683,7.8,183223,English, Jerry Bruckheimer Films,29 September 2000 (USA),113 min,Denzel Washington,Remember the Titans (2000) 
123000000,                    PG,USA,Ron Howard,Comedy,345141403,6.1,182183,English, Universal Pictures,17 November 2000 (USA),104 min,Jim Carrey,How the Grinch Stole Christmas (2000) 
70000000,                    PG-13,USA,Nancy Meyers,Comedy,191300000,6.4,179469,English, Paramount Pictures,15 December 2000 (USA),127 min,Mel Gibson,What Women Want (2000) 
45000000,                    PG-13,USA,Donald Petrie,Action,212742720,6.2,167606,English, Castle Rock Entertainment,22 December 2000 (USA),109 min,Sandra Bullock,Miss Congeniality (2000) 
25000000,                    PG-13,UK,Lasse Hallström,Drama,81190583,7.3,167429,English, Miramax,19 January 2001 (USA),121 min,Juliette Binoche,Chocolat (2000) 
45000000,                    G,UK,Peter Lord,Animation,224834564,7,162465,English, Aardman Animations,23 June 2000 (USA),84 min,Mel Gibson,Chicken Run (2000) 
93000000,                    PG-13,USA,McG,Action,138800000,5.5,162039,English, Columbia Pictures,3 November 2000 (USA),98 min,Cameron Diaz,Charlie's Angels (2000) 
100000000,                    G,USA,Mark Dindal,Animation,169327687,7.4,158472,English, Walt Disney Feature Animation,15 December 2000 (USA),78 min,David Spade,The Emperor's New Groove (2000) 
4500000,                    Not Rated,Japan,Kinji Fukasaku,Adventure,0,7.7,158288,Japanese, AM Associates,16 December 2000 (Japan),114 min,Tatsuya Fujiwara,Battle Royale (2000) 
52000000,                    R,USA,Steven Soderbergh,Biography,256271286,7.3,157669,English, Universal Pictures,17 March 2000 (USA),131 min,Julia Roberts,Erin Brockovich (2000) 
30000000,                    R,UK,Stephen Frears,Comedy,0,7.5,157590,English, Touchstone Pictures,31 March 2000 (USA),113 min,John Cusack,High Fidelity (2000) 
16000000,                    R,USA,Todd Phillips,Adventure,119754278,6.5,147653,English, DreamWorks,19 May 2000 (USA),93 min,Breckin Meyer,Road Trip (2000) 
140000000,                    PG-13,USA,Wolfgang Petersen,Action,328718434,6.4,146100,English, Warner Bros.,30 June 2000 (USA),130 min,George Clooney,The Perfect Storm (2000) 
13000000,                    PG-13,USA,Danny Leiner,Comedy,73180723,5.5,127992,English, Twentieth Century Fox,15 December 2000 (USA),83 min,Ashton Kutcher,"Dude, Where's My Car? (2000) "
95000000,                    R,USA,Paul Verhoeven,Action,118000000,5.7,114042,English, Columbia Pictures,4 August 2000 (USA),112 min,Kevin Bacon,Hollow Man (2000) 
5000000,                    R,UK,Stephen Daldry,Drama,109280263,7.7,113885,English, StudioCanal,10 November 2000 (USA),110 min,Jamie Bell,Billy Elliot (2000) 
40000000,                    R,USA,Wes Craven,Horror,161830000,5.6,113418,English, Dimension Films,4 February 2000 (USA),116 min,David Arquette,Scream 3 (2000) 
55000000,                    PG-13,USA,Tom Dey,Action,99274467,6.6,111053,English, Touchstone Pictures,26 May 2000 (USA),110 min,Jackie Chan,Shanghai Noon (2000) 
82000000,                    PG-13,USA,Roger Spottiswoode,Action,61481197,5.9,109935,English, Phoenix Pictures,17 November 2000 (USA),123 min,Arnold Schwarzenegger,The 6th Day (2000) 
100000000,                    PG-13,USA,Robert Zemeckis,Drama,291420351,6.6,109653,English, DreamWorks,21 July 2000 (USA),130 min,Harrison Ford,What Lies Beneath (2000) 
40000000,                    PG-13,USA,Mimi Leder,Drama,55707411,7.2,106699,English, Warner Bros.,20 October 2000 (USA),123 min,Kevin Spacey,Pay It Forward (2000) 
0,                    PG,Hong Kong,Kar-Wai Wong,Drama,0,8.1,104117,Cantonese, Block 2 Pictures,9 March 2001 (USA),98 min,Tony Chiu-Wai Leung,In the Mood for Love (2000) 
41300000,                    R,USA,Jonathan Lynn,Comedy,106371651,6.7,101824,English, Franchise Pictures,18 February 2000 (USA),98 min,Bruce Willis,The Whole Nine Yards (2000) 
45000000,                    PG-13,USA,David McNally,Comedy,113916474,5.7,100355,English, Jerry Bruckheimer Films,4 August 2000 (USA),100 min,Piper Perabo,Coyote Ugly (2000) 
32000000,                    R,USA,George Tillman Jr.,Biography,82343495,7.2,100307,English, Fox 2000 Pictures,10 November 2000 (USA),129 min,Cuba Gooding Jr.,Men of Honor (2000) 
60000000,                    PG-13,USA,Brett Ratner,Comedy,124745083,6.8,96613,English, Universal Pictures,22 December 2000 (USA),125 min,Nicolas Cage,The Family Man (2000) 
31000000,                    PG-13,USA,Gregory Hoblit,Crime,68106245,7.4,93970,English, New Line Cinema,28 April 2000 (USA),118 min,Dennis Quaid,Frequency (2000) 
12800000,                    R,Denmark,Lars von Trier,Crime,40031879,8,92812,English, Zentropa Entertainments,6 October 2000 (USA),140 min,Björk,Dancer in the Dark (2000) 
93000000,                    PG-13,New Zealand,Peter Jackson,Adventure,871530324,8.8,1490293,English, New Line Cinema,19 December 2001 (USA),178 min,Elijah Wood,The Lord of the Rings: The Fellowship of the Ring (2001) 
58000000,                    PG-13,USA,Ron Howard,Biography,313542341,8.2,762544,English, Universal Pictures,4 January 2002 (USA),135 min,Russell Crowe,A Beautiful Mind (2001) 
115000000,                    G,USA,Pete Docter,Animation,562816256,8.1,730293,English, Pixar Animation Studios,2 November 2001 (USA),92 min,Billy Crystal,"Monsters, Inc. (2001) "
0,                    R,USA,Richard Kelly,Drama,0,8.1,692169,English, Pandora Cinema,26 October 2001 (USA),113 min,Jake Gyllenhaal,Donnie Darko (2001) 
0,                    R,France,Jean-Pierre Jeunet,Comedy,173921954,8.3,645244,French, Claudie Ossard Productions,8 February 2002 (USA),122 min,Audrey Tautou,Amélie (2001) 
125000000,                    PG,UK,Chris Columbus,Adventure,974755371,7.6,563832,English, Warner Bros.,16 November 2001 (USA),152 min,Daniel Radcliffe,Harry Potter and the Sorcerer's Stone (2001) 
60000000,                    PG,USA,Andrew Adamson,Animation,484409218,7.9,556073,English, DreamWorks Animation,18 May 2001 (USA),90 min,Mike Myers,Shrek (2001) 
19000000,                    PG,Japan,Hayao Miyazaki,Animation,274925095,8.6,548460,Japanese, Tokuma Shoten,28 March 2003 (USA),125 min,Daveigh Chase,Spirited Away (2001) 
85000000,                    PG-13,USA,Steven Soderbergh,Crime,450717150,7.8,470281,English, Warner Bros.,7 December 2001 (USA),116 min,George Clooney,Ocean's Eleven (2001) 
45000000,                    R,USA,Antoine Fuqua,Crime,104876233,7.7,353935,English, Warner Bros.,5 October 2001 (USA),122 min,Denzel Washington,Training Day (2001) 
92000000,                    R,USA,Ridley Scott,Drama,172989651,7.7,336804,English, Revolution Studios,18 January 2002 (USA),144 min,Josh Hartnett,Black Hawk Down (2001) 
38000000,                    PG-13,USA,Rob Cohen,Action,207283925,6.8,317750,English, Universal Pictures,22 June 2001 (USA),106 min,Vin Diesel,The Fast and the Furious (2001) 
17000000,                    PG-13,Spain,Alejandro Amenábar,Horror,209947037,7.6,311311,English, Cruise/Wagner Productions,10 August 2001 (USA),101 min,Nicole Kidman,The Others (2001) 
140000000,                    PG-13,USA,Michael Bay,Action,449220945,6.1,291219,English, Touchstone Pictures,25 May 2001 (USA),183 min,Ben Affleck,Pearl Harbor (2001) 
15000000,                    R,France,David Lynch,Drama,20112339,8,288298,English, Les Films Alain Sarde,19 October 2001 (USA),147 min,Naomi Watts,Mulholland Drive (2001) 
98000000,                    PG-13,USA,Stephen Sommers,Action,433013274,6.4,282190,English, Universal Pictures,4 May 2001 (USA),130 min,Brendan Fraser,The Mummy Returns (2001) 
100000000,                    PG-13,USA,Steven Spielberg,Adventure,235927000,7.1,272570,English, Warner Bros.,29 June 2001 (USA),146 min,Haley Joel Osment,A.I. Artificial Intelligence (2001) 
93000000,                    PG-13,USA,Joe Johnston,Action,368780809,5.9,270272,English, Universal Pictures,18 July 2001 (USA),92 min,Sam Neill,Jurassic Park III (2001) 
50000000,                    PG-13,Australia,Baz Luhrmann,Drama,179213434,7.6,250554,English, Twentieth Century Fox,1 June 2001 (USA),127 min,Nicole Kidman,Moulin Rouge! (2001) 
21000000,                    R,USA,Wes Anderson,Comedy,19077240,7.6,244182,English, Touchstone Pictures,4 January 2002 (USA),110 min,Gene Hackman,The Royal Tenenbaums (2001) 
87000000,                    R,USA,Ridley Scott,Crime,351692268,6.8,235348,English, Metro-Goldwyn-Mayer (MGM),9 February 2001 (USA),131 min,Anthony Hopkins,Hannibal (2001) 
68000000,                    R,USA,Cameron Crowe,Fantasy,203388341,6.9,232952,English, Paramount Pictures,14 December 2001 (USA),136 min,Tom Cruise,Vanilla Sky (2001) 
28000000,                    PG-13,Germany,Ben Stiller,Comedy,60780981,6.6,229618,English, Paramount Pictures,28 September 2001 (USA),90 min,Ben Stiller,Zoolander (2001) 
30000000,                    R,USA,J.B. Rogers,Comedy,287553595,6.4,224133,English, LivePlanet,10 August 2001 (USA),108 min,Jason Biggs,American Pie 2 (2001) 
68000000,                    R,UK,Jean-Jacques Annaud,Drama,96976270,7.6,222863,English, Swanford Films,16 March 2001 (USA),131 min,Jude Law,Enemy at the Gates (2001) 
53000000,                    R,USA,Ted Demme,Biography,83282296,7.6,222599,English, Apostle,6 April 2001 (USA),124 min,Johnny Depp,Blow (2001) 
25000000,                    R,UK,Sharon Maguire,Comedy,281929795,6.7,204648,English, Miramax,13 April 2001 (USA),97 min,Renée Zellweger,Bridget Jones's Diary (2001) 
100000000,                    PG-13,USA,Tim Burton,Action,362211740,5.7,200558,English, Twentieth Century Fox,27 July 2001 (USA),119 min,Mark Wahlberg,Planet of the Apes (2001) 
115000000,                    PG-13,USA,Simon West,Action,274703340,5.8,184333,English, Paramount Pictures,15 June 2001 (USA),100 min,Angelina Jolie,Lara Croft: Tomb Raider (2001) 
90000000,                    PG-13,USA,Brett Ratner,Action,347325802,6.6,184088,English, New Line Cinema,3 August 2001 (USA),90 min,Jackie Chan,Rush Hour 2 (2001) 
102000000,                    R,USA,Dominic Sena,Action,147080413,6.5,168257,English, Hollywood Licensing Group,8 June 2001 (USA),99 min,John Travolta,Swordfish (2001) 
68000000,                    PG-13,USA,Iain Softley,Drama,65001485,7.4,166409,English, IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG,26 October 2001 (USA),120 min,Kevin Spacey,K-PAX (2001) 
18000000,                    PG-13,USA,Robert Luketic,Comedy,141774679,6.3,162892,English, Metro-Goldwyn-Mayer (MGM),13 July 2001 (USA),96 min,Reese Witherspoon,Legally Blonde (2001) 
